Performing system checks...

System check identified no issues (0 silenced).
October 23, 2020 - 06:29:14
Django version 3.0.8, using settings 'backend.settings'
Starting development server at http://0.0.0.0:9898/
Quit the server with CONTROL-C.
[26/Oct/2020 12:16:04] "GET /api/image_raw?step=16400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2128
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=16800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2646
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=17000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2435
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=17600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2479
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=18000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2177
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=18200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2388
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=18400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2502
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=18600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2402
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=19400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2212
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=19600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2115
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=19800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2406
[26/Oct/2020 12:16:05] "GET /api/image_raw?step=20000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1823
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=20200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1840
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=20600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1985
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=20800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1953
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=21000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2417
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=21200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2358
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=21400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2152
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=21600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2284
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=21800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2232
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=22000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1929
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=22200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2218
[26/Oct/2020 12:16:06] "GET /api/image_raw?step=22400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1323
[26/Oct/2020 12:16:07] "GET /api/image_raw?step=22600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1891
[26/Oct/2020 12:16:07] "GET /api/image_raw?step=22800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1511
[26/Oct/2020 12:16:07] "GET /api/image_raw?step=23000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2365
[26/Oct/2020 12:16:07] "GET /api/image_raw?step=23200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1973
[26/Oct/2020 12:16:07] "GET /api/image_raw?step=23400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1923
[26/Oct/2020 12:16:07] "GET /api/image_raw?step=23600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2323
[26/Oct/2020 12:16:07] "GET /api/image_raw?step=23800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2408
[26/Oct/2020 12:16:07] "GET /api/image_raw?step=24200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2133
[26/Oct/2020 12:16:07] "GET /api/image_raw?step=24400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2354
[26/Oct/2020 12:16:07] "GET /api/image_raw?step=24600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2440
[26/Oct/2020 12:16:08] "GET /api/image_raw?step=24800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1941
[26/Oct/2020 12:16:08] "GET /api/image_raw?step=25000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2172
[26/Oct/2020 12:16:08] "GET /api/image_raw?step=25200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2503
[26/Oct/2020 12:16:08] "GET /api/image_raw?step=25600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2524
[26/Oct/2020 12:16:08] "GET /api/image_raw?step=25800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2622
[26/Oct/2020 12:16:08] "GET /api/image_raw?step=26200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1926
[26/Oct/2020 12:16:08] "GET /api/image_raw?step=26400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2203
[26/Oct/2020 12:16:08] "GET /api/image_raw?step=26800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2341
[26/Oct/2020 12:16:08] "GET /api/image_raw?step=27000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2269
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=27200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2114
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=27400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2256
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=27600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2074
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=27800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1856
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=28200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1796
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=28400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2342
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=28600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2038
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=28800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2364
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=29000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2477
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=29200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1940
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=29400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2086
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=29600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2531
[26/Oct/2020 12:16:09] "GET /api/image_raw?step=29800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2138
[26/Oct/2020 12:16:10] "GET /api/image_raw?step=30000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2372
[26/Oct/2020 12:16:10] "GET /api/image_raw?step=30200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2177
[26/Oct/2020 12:16:10] "GET /api/image_raw?step=32000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1732
[26/Oct/2020 12:16:10] "GET /api/image_raw?step=32800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1634
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=32600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2344
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=32400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2046
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=31400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2314
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=30000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2372
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=28200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1796
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=25600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2524
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=24600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2440
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=23600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2323
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=23000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2365
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=22800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1511
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=22600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1891
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=22200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2218
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=22000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1929
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=21600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2284
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=21400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2152
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=21000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2417
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=20800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1953
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=20600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1985
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=20200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1840
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=19600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2115
[26/Oct/2020 12:16:11] "GET /api/image_raw?step=19400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2212
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=19200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2193
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=18600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2402
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=18200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2388
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=18000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2177
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=17800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2533
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=17600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2479
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=17400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2463
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=17000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2435
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=16800&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2646
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=16600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2200
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=16400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2128
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=16200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2120
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=16000&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2392
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=15600&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2464
[26/Oct/2020 12:16:12] "GET /api/image_raw?step=15400&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 2512
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2250
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=2600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2064
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=7600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1818
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=12000&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2143
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=14600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2408
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=15000&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2130
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=15400&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2012
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=16000&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2478
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=16800&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1999
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=17400&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2328
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=18000&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2236
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=18200&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2096
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=18400&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2240
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=18600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2310
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=19000&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2006
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=19400&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1857
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=19600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2349
[26/Oct/2020 12:16:17] "GET /api/image_raw?step=19800&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2632
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=20000&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2218
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=20200&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2633
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=20400&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1970
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=20800&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2241
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=21800&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2422
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=22800&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2232
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=23600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2654
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=23800&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2063
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=24000&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2012
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=24200&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2330
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=24600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1895
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=25200&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1647
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=25400&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1796
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=25600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2133
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=26200&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2602
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=26400&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2074
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=26600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2247
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=27000&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2170
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=27200&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2278
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=27400&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1490
[26/Oct/2020 12:16:18] "GET /api/image_raw?step=27600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2069
[26/Oct/2020 12:16:19] "GET /api/image_raw?step=27800&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2377
[26/Oct/2020 12:16:19] "GET /api/image_raw?step=28400&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1771
[26/Oct/2020 12:16:19] "GET /api/image_raw?step=28600&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2270
[26/Oct/2020 12:16:19] "GET /api/image_raw?step=29800&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2240
[26/Oct/2020 12:16:19] "GET /api/image_raw?step=30400&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2046
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=10&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 370
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=110&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 390
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=210&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 373
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=300&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 388
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=340&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 424
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=350&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 429
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=360&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 337
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=370&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 369
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=380&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 380
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=390&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 350
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=400&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 305
[26/Oct/2020 12:16:28] "GET /api/image_raw?step=410&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 437
[26/Oct/2020 12:16:30] "GET /api/image_raw?step=400&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 305
[26/Oct/2020 12:16:30] "GET /api/image_raw?step=380&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 380
[26/Oct/2020 12:16:30] "GET /api/image_raw?step=350&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 429
[26/Oct/2020 12:16:30] "GET /api/image_raw?step=320&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 420
[26/Oct/2020 12:16:31] "GET /api/image_raw?step=300&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 388
[26/Oct/2020 12:16:31] "GET /api/image_raw?step=290&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 309
[26/Oct/2020 12:16:31] "GET /api/image_raw?step=300&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 388
[26/Oct/2020 12:16:31] "GET /api/image_raw?step=310&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 441
[26/Oct/2020 12:16:31] "GET /api/image_raw?step=320&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 420
[26/Oct/2020 12:16:31] "GET /api/image_raw?step=360&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 337
[26/Oct/2020 12:16:31] "GET /api/image_raw?step=390&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 350
[26/Oct/2020 12:16:31] "GET /api/image_raw?step=400&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 305
[26/Oct/2020 12:16:31] "GET /api/image_raw?step=410&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 437
[26/Oct/2020 12:16:32] "GET /api/image_raw?step=400&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 305
[26/Oct/2020 12:16:33] "GET /api/image_raw?step=390&run=mnist&tag=input_reshape%2Finput%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 350
[26/Oct/2020 12:18:30] "GET /api/histogram?run=oneflow&tag=histogram&trainJobName=test HTTP/1.1" 200 1688
[26/Oct/2020 12:18:32] "GET /api/histogram?run=step_5000&tag=dense%2Fbias_0&trainJobName=test HTTP/1.1" 200 907137
[26/Oct/2020 12:18:34] "GET /api/histogram?run=step_5000&tag=dense_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 271138
[26/Oct/2020 12:18:40] "GET /api/histogram?run=step_5000&tag=dense%2Fkernel_0&trainJobName=test HTTP/1.1" 200 4466852
[26/Oct/2020 12:18:48] "GET /api/histogram?run=step_5000&tag=dense_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 1726629
[26/Oct/2020 12:18:51] "GET /api/histogram?run=vgg&tag=conv1%2Factivations&trainJobName=test HTTP/1.1" 200 168913
[26/Oct/2020 12:18:53] "GET /api/histogram?run=vgg&tag=conv2%2Factivations&trainJobName=test HTTP/1.1" 200 165621
[26/Oct/2020 12:18:55] "GET /api/histogram?run=vgg&tag=conv3%2Factivations&trainJobName=test HTTP/1.1" 200 147169
[26/Oct/2020 12:18:57] "GET /api/histogram?run=vgg&tag=conv4%2Factivations&trainJobName=test HTTP/1.1" 200 143348
[26/Oct/2020 12:18:58] "GET /api/histogram?run=vgg&tag=conv5%2Factivations&trainJobName=test HTTP/1.1" 200 134273
[26/Oct/2020 12:19:00] "GET /api/histogram?run=vgg&tag=conv6%2Factivations&trainJobName=test HTTP/1.1" 200 134518
[26/Oct/2020 12:19:02] "GET /api/histogram?run=vgg&tag=conv7%2Factivations&trainJobName=test HTTP/1.1" 200 134962
[26/Oct/2020 12:19:03] "GET /api/histogram?run=vgg&tag=conv8%2Factivations&trainJobName=test HTTP/1.1" 200 133093
[26/Oct/2020 12:19:06] "GET /api/histogram?run=vgg&tag=conv9%2Factivations&trainJobName=test HTTP/1.1" 200 140285
[26/Oct/2020 12:19:08] "GET /api/histogram?run=vgg&tag=conv10%2Factivations&trainJobName=test HTTP/1.1" 200 140315
[26/Oct/2020 12:19:09] "GET /api/histogram?run=vgg&tag=conv11%2Factivations&trainJobName=test HTTP/1.1" 200 114737
[26/Oct/2020 12:19:11] "GET /api/histogram?run=vgg&tag=conv12%2Factivations&trainJobName=test HTTP/1.1" 200 112583
[26/Oct/2020 12:19:13] "GET /api/histogram?run=vgg&tag=conv13%2Factivations&trainJobName=test HTTP/1.1" 200 111830
